temperature,timestamp,cadence,distance,heart_rate,power,speed,altitude,latitude,longitude,slope,time_diff,acceleration,power_change_rate
37,2023-06-04 04:34:02,76.0,80828.94,139.0,116.0,7.406,169.60000000000002,39.97511995956302,116.00680992007256,0.0,1.0,0.13600000000000012,0.0
37,2023-06-04 04:34:03,76.0,80836.1,139.0,116.0,7.456,169.79999999999995,39.97516999952495,116.00686993449926,2.7932960893831593,1.0,0.05000000000000071,0.0
37,2023-06-04 04:34:04,0.0,80844.63,140.0,0.0,7.473,170.0,39.97521995566785,116.00693992339075,2.344665885112225,1.0,0.01699999999999946,-116.0
37,2023-06-04 04:34:05,0.0,80850.85,142.0,0.0,7.426,170.20000000000005,39.97524996288121,116.00699993781745,3.2154340836014157,1.0,-0.04699999999999971,0.0
37,2023-06-04 04:34:06,0.0,80858.19,143.0,0.0,7.346,170.60000000000002,39.97527997009456,116.00707998499274,5.449591280656234,1.0,-0.08000000000000007,0.0
37,2023-06-04 04:34:07,0.0,80865.04,144.0,0.0,7.226,170.60000000000002,39.97529991902411,116.007159948349,0.0,1.0,-0.1200000000000001,0.0
37,2023-06-04 04:34:08,0.0,80873.13,146.0,0.0,7.226,170.60000000000002,39.97531995177269,116.00724996998906,0.0,1.0,0.0,0.0
37,2023-06-04 04:34:09,0.0,80880.29,146.0,0.0,7.24,170.39999999999998,39.97531995177269,116.00732993334532,-2.7932960893904246,1.0,0.014000000000000234,0.0
37,2023-06-04 04:34:10,0.0,80888.2,146.0,0.0,7.343,170.39999999999998,39.975329926237464,116.00741995498538,0.0,1.0,0.10299999999999976,0.0
37,2023-06-04 04:34:11,0.0,80895.36,147.0,0.0,7.363,170.0,39.975329926237464,116.00750997662544,-5.586592178767908,1.0,0.020000000000000462,0.0
37,2023-06-04 04:34:12,0.0,80902.63,147.0,0.0,7.376,169.60000000000002,39.97533998452127,116.0075899399817,-5.502063273724252,1.0,0.0129999999999999,0.0
37,2023-06-04 04:34:13,0.0,80910.49,147.0,0.0,7.386,169.20000000000005,39.975349958986044,116.00767996162176,-5.089058524172361,1.0,0.009999999999999787,0.0
37,2023-06-04 04:34:14,0.0,80917.65,147.0,0.0,7.393,169.20000000000005,39.975349958986044,116.00776998326182,0.0,1.0,0.006999999999999673,0.0
37,2023-06-04 04:34:15,0.0,80924.92,147.0,0.0,7.416,169.0,39.97535993345082,116.00784994661808,-2.7510316368629075,1.0,0.023000000000000576,0.0
37,2023-06-04 04:34:16,0.0,80932.73,147.0,0.0,7.456,169.0,39.97535993345082,116.00793996825814,0.0,1.0,0.040000000000000036,0.0
37,2023-06-04 04:34:17,0.0,80940.59,147.0,0.0,7.503,168.79999999999995,39.975369991734624,116.0080299898982,-2.544529262086904,1.0,0.04699999999999971,0.0
37,2023-06-04 04:34:18,0.0,80947.86,147.0,0.0,7.606,168.20000000000005,39.9753799661994,116.00811992771924,-8.253094910585595,1.0,0.10299999999999976,0.0
37,2023-06-04 04:34:19,0.0,80955.68,147.0,0.0,7.643,167.79999999999995,39.9753799661994,116.0082099493593,-5.115089514072609,1.0,0.03699999999999992,0.0
37,2023-06-04 04:34:20,0.0,80963.59,147.0,0.0,7.653,167.79999999999995,39.97538994066417,116.00829997099936,0.0,1.0,0.009999999999999787,0.0
38,2023-06-04 04:34:21,0.0,80970.15,147.0,0.0,7.58,167.60000000000002,39.97539999894798,116.00837993435562,-3.0487804878049203,1.0,-0.07299999999999951,0.0
38,2023-06-04 04:34:22,0.0,80978.07,147.0,0.0,7.566,167.60000000000002,39.97540997341275,116.00846995599568,0.0,1.0,-0.014000000000000234,0.0
38,2023-06-04 04:34:23,0.0,80985.88,147.0,0.0,7.483,167.60000000000002,39.97540997341275,116.00855997763574,0.0,1.0,-0.08300000000000018,0.0
38,2023-06-04 04:34:24,0.0,80992.72,147.0,0.0,7.433,167.60000000000002,39.9754299223423,116.008639940992,0.0,1.0,-0.04999999999999982,0.0
38,2023-06-04 04:34:25,0.0,81000.64,145.0,0.0,7.393,167.39999999999998,39.975439980626106,116.00872996263206,-2.525252525253656,1.0,-0.040000000000000036,0.0
38,2023-06-04 04:34:26,0.0,81007.85,144.0,0.0,7.373,167.39999999999998,39.97544995509088,116.00880992598832,0.0,1.0,-0.019999999999999574,0.0
38,2023-06-04 04:34:27,0.0,81016.07,143.0,0.0,7.353,167.39999999999998,39.97546998783946,116.00889994762838,0.0,1.0,-0.020000000000000462,0.0
38,2023-06-04 04:34:28,0.0,81022.91,143.0,0.0,7.293,167.20000000000005,39.97548993676901,116.00897999480367,-2.92397660818763,1.0,-0.05999999999999961,0.0
38,2023-06-04 04:34:29,0.0,81030.38,143.0,0.0,7.26,167.20000000000005,39.97550996951759,116.00905995815992,0.0,1.0,-0.03300000000000036,0.0
38,2023-06-04 04:34:30,0.0,81037.72,143.0,0.0,7.263,166.79999999999995,39.97553997673094,116.00913992151618,-5.449591280657783,1.0,0.0030000000000001137,0.0
38,2023-06-04 04:34:31,0.0,81044.96,143.0,0.0,7.246,166.60000000000002,39.97557995840907,116.0092099942267,-2.7624309392235786,1.0,-0.01699999999999946,0.0
38,2023-06-04 04:34:32,0.0,81052.45,143.0,0.0,7.246,166.60000000000002,39.9756199400872,116.00927998311818,0.0,1.0,0.0,0.0
38,2023-06-04 04:34:33,0.0,81060.22,142.0,0.0,7.216,166.60000000000002,39.97565992176533,116.00934997200966,0.0,1.0,-0.03000000000000025,0.0
38,2023-06-04 04:34:34,0.0,81066.75,142.0,0.0,7.173,166.79999999999995,39.97569998726249,116.00940998643637,3.062787136293529,1.0,-0.04300000000000015,0.0
38,2023-06-04 04:34:35,0.0,81075.28,142.0,0.0,7.133,167.0,39.97574994340539,116.00947997532785,2.344665885112225,1.0,-0.040000000000000036,0.0
38,2023-06-04 04:34:36,0.0,81081.51,141.0,0.0,7.03,167.0,39.97578992508352,116.00953998975456,0.0,1.0,-0.10299999999999976,0.0
38,2023-06-04 04:34:37,0.0,81089.51,141.0,0.0,7.0,166.79999999999995,39.97582999058068,116.00960997864604,-2.5000000000005684,1.0,-0.03000000000000025,0.0
38,2023-06-04 04:34:38,0.0,81095.74,140.0,0.0,7.01,166.79999999999995,39.975869972258806,116.00966999307275,0.0,1.0,0.009999999999999787,0.0
38,2023-06-04 04:34:39,0.0,81103.75,140.0,0.0,7.146,166.79999999999995,39.975909953936934,116.00973998196423,0.0,1.0,0.13600000000000012,0.0
38,2023-06-04 04:34:40,0.0,81111.09,140.0,0.0,7.253,166.60000000000002,39.97593996115029,116.00981994532049,-2.7247956403273426,1.0,0.1070000000000002,0.0
38,2023-06-04 04:34:41,0.0,81118.56,140.0,0.0,7.246,166.60000000000002,39.97595999389887,116.00989999249578,0.0,1.0,-0.006999999999999673,0.0
38,2023-06-04 04:34:42,0.0,81125.9,140.0,0.0,7.216,166.39999999999998,39.97598991729319,116.00997995585203,-2.7247956403288915,1.0,-0.03000000000000025,0.0
38,2023-06-04 04:34:43,0.0,81133.18,140.0,0.0,7.24,166.20000000000005,39.975999975577,116.01005991920829,-2.74725274725225,1.0,0.02400000000000002,0.0
38,2023-06-04 04:34:44,0.0,81140.65,140.0,0.0,7.336,166.0,39.976019924506545,116.01014994084835,-2.6773761713522664,1.0,0.09600000000000009,0.0
38,2023-06-04 04:34:45,0.0,81147.86,140.0,0.0,7.353,165.79999999999995,39.97602998279035,116.01022998802364,-2.7739251040203587,1.0,0.01699999999999946,0.0
38,2023-06-04 04:34:46,0.0,81155.77,140.0,0.0,7.326,165.60000000000002,39.976039957255125,116.01031992584467,-2.5284450063191337,1.0,-0.027000000000000135,0.0
38,2023-06-04 04:34:47,0.0,81163.04,140.0,0.0,7.306,165.60000000000002,39.9760499317199,116.01040994748473,0.0,1.0,-0.019999999999999574,0.0
38,2023-06-04 04:34:48,0.0,81170.86,140.0,0.0,7.406,165.39999999999998,39.9760499317199,116.0104999691248,-2.557544757031545,1.0,0.09999999999999964,0.0
38,2023-06-04 04:34:49,0.0,81178.13,139.0,0.0,7.473,165.20000000000005,39.976039957255125,116.01057993248105,-2.751031636861344,1.0,0.06700000000000017,0.0
38,2023-06-04 04:34:50,0.0,81185.94,139.0,0.0,7.513,165.0,39.976039957255125,116.01066995412111,-2.560819462229259,1.0,0.040000000000000036,0.0
38,2023-06-04 04:34:51,0.0,81193.41,139.0,0.0,7.476,165.0,39.976019924506545,116.01075997576118,0.0,1.0,-0.03699999999999992,0.0
38,2023-06-04 04:34:52,0.0,81200.04,139.0,0.0,7.42,165.0,39.97600995004177,116.01082996465266,0.0,1.0,-0.05600000000000005,0.0
38,2023-06-04 04:34:53,0.0,81207.51,139.0,0.0,7.356,164.79999999999995,39.97598991729319,116.01091998629272,-2.6773761713522664,1.0,-0.06400000000000006,0.0
38,2023-06-04 04:34:54,0.0,81214.79,139.0,0.0,7.316,164.60000000000002,39.97597994282842,116.01099994964898,-2.74725274725225,1.0,-0.040000000000000036,0.0
38,2023-06-04 04:34:55,0.0,81222.65,138.0,0.0,7.273,164.39999999999998,39.97596996836364,116.01108997128904,-2.544529262086904,1.0,-0.04300000000000015,0.0
38,2023-06-04 04:34:56,0.0,81229.04,137.0,0.0,7.25,164.20000000000005,39.97594993561506,116.01115996018052,-3.129890453833333,1.0,-0.022999999999999687,0.0
38,2023-06-04 04:34:57,0.0,81237.13,136.0,0.0,7.116,164.20000000000005,39.975929986685514,116.01124998182058,0.0,1.0,-0.13400000000000034,0.0
38,2023-06-04 04:34:58,0.0,81243.05,135.0,0.0,7.01,164.20000000000005,39.97591992840171,116.01131997071207,0.0,1.0,-0.10599999999999987,0.0
38,2023-06-04 04:34:59,0.0,81249.69,135.0,0.0,6.866,164.39999999999998,39.975909953936934,116.01139993406832,3.012048192770321,1.0,-0.14400000000000013,0.0
38,2023-06-04 04:35:00,0.0,81255.91,135.0,0.0,6.786,164.79999999999995,39.975889921188354,116.0114699229598,6.4308681672010035,1.0,-0.08000000000000007,0.0
38,2023-06-04 04:35:01,0.0,81262.54,135.0,0.0,6.663,165.0,39.97587994672358,116.01153999567032,3.0165912518905578,1.0,-0.12299999999999933,0.0
38,2023-06-04 04:35:02,0.0,81269.18,135.0,0.0,6.53,165.0,39.975869972258806,116.01161995902658,0.0,1.0,-0.133,0.0
38,2023-06-04 04:35:03,0.0,81275.4,136.0,0.0,6.426,165.0,39.975849939510226,116.01168994791806,0.0,1.0,-0.10400000000000009,0.0
38,2023-06-04 04:35:04,0.0,81281.33,137.0,0.0,6.316,164.79999999999995,39.97583996504545,116.01175993680954,-3.37268128161535,1.0,-0.11000000000000032,0.0
38,2023-06-04 04:35:05,62.0,81287.96,136.0,98.0,6.266,164.60000000000002,39.97582999058068,116.01182992570102,-3.016591251882222,1.0,-0.04999999999999982,98.0
38,2023-06-04 04:35:06,54.0,81294.8,136.0,158.0,6.33,164.39999999999998,39.9758099578321,116.01190997287631,-2.9239766081892924,1.0,0.06400000000000006,60.0
38,2023-06-04 04:35:07,65.0,81302.08,136.0,163.0,6.51,164.20000000000005,39.975799983367324,116.01198993623257,-2.74725274725225,1.0,0.17999999999999972,5.0
38,2023-06-04 04:35:08,69.0,81308.3,136.0,153.0,6.68,164.20000000000005,39.975779950618744,116.01205992512405,0.0,1.0,0.16999999999999993,-10.0
38,2023-06-04 04:35:09,69.0,81316.22,137.0,169.0,6.786,164.20000000000005,39.97576997615397,116.01214994676411,0.0,1.0,0.10599999999999987,16.0
38,2023-06-04 04:35:10,72.0,81322.44,137.0,155.0,6.843,164.20000000000005,39.97574994340539,116.0122199356556,0.0,1.0,0.057000000000000384,-14.0
38,2023-06-04 04:35:11,73.0,81329.29,137.0,161.0,6.95,164.20000000000005,39.97572999447584,116.01229998283088,0.0,1.0,0.1070000000000002,6.0
38,2023-06-04 04:35:12,74.0,81336.76,138.0,154.0,7.003,164.0,39.97570996172726,116.01237994618714,-2.6773761713522664,1.0,0.052999999999999936,-7.0
38,2023-06-04 04:35:13,75.0,81343.15,139.0,158.0,7.003,164.0,39.97568992897868,116.01244993507862,0.0,1.0,0.0,4.0
38,2023-06-04 04:35:14,75.0,81351.66,140.0,164.0,7.06,164.20000000000005,39.97565992176533,116.01253995671868,2.350176263217704,1.0,0.056999999999999496,6.0
38,2023-06-04 04:35:15,75.0,81357.89,141.0,155.0,7.123,164.0,39.97563997283578,116.01260994561017,-3.210272873197051,1.0,0.06300000000000061,-9.0
38,2023-06-04 04:35:16,76.0,81365.23,141.0,136.0,7.25,164.20000000000005,39.975609965622425,116.01268999278545,2.7247956403288915,1.0,0.12699999999999978,-19.0
38,2023-06-04 04:35:17,77.0,81372.01,143.0,136.0,7.213,164.20000000000005,39.97557995840907,116.01275998167694,0.0,1.0,-0.03699999999999992,0.0
38,2023-06-04 04:35:18,76.0,81379.78,144.0,144.0,7.236,164.20000000000005,39.97553997673094,116.01282997056842,0.0,1.0,0.022999999999999687,8.0
38,2023-06-04 04:35:19,76.0,81387.12,143.0,154.0,7.24,164.20000000000005,39.97550996951759,116.01290993392467,0.0,1.0,0.004000000000000448,10.0
38,2023-06-04 04:35:20,76.0,81393.9,142.0,168.0,7.29,164.39999999999998,39.975479962304235,116.01297992281616,2.9498525073741315,1.0,0.04999999999999982,14.0
38,2023-06-04 04:35:21,77.0,81401.13,142.0,158.0,7.276,164.39999999999998,39.975439980626106,116.01304999552667,0.0,1.0,-0.014000000000000234,-10.0
38,2023-06-04 04:35:22,77.0,81409.14,142.0,159.0,7.21,164.39999999999998,39.97539999894798,116.01311998441815,0.0,1.0,-0.06599999999999984,1.0
38,2023-06-04 04:35:23,77.0,81416.37,143.0,173.0,7.183,164.39999999999998,39.97535993345082,116.01318997330964,0.0,1.0,-0.027000000000000135,14.0
38,2023-06-04 04:35:24,76.0,81423.86,143.0,180.0,7.2,164.60000000000002,39.97531995177269,116.01325996220112,2.6702269692911296,1.0,0.017000000000000348,7.0
38,2023-06-04 04:35:25,76.0,81430.58,143.0,163.0,7.25,164.60000000000002,39.97527997009456,116.01331997662783,0.0,1.0,0.04999999999999982,-17.0
38,2023-06-04 04:35:26,75.0,81437.58,143.0,139.0,7.19,164.60000000000002,39.97523998841643,116.01337999105453,0.0,1.0,-0.05999999999999961,-24.0
38,2023-06-04 04:35:27,76.0,81444.29,143.0,138.0,7.05,165.0,39.97519992291927,116.01343992166221,5.9612518628981075,1.0,-0.14000000000000057,-1.0
38,2023-06-04 04:35:28,76.0,81451.45,144.0,131.0,7.07,165.20000000000005,39.97514996677637,116.01349993608892,2.7932960893847474,1.0,0.020000000000000462,-7.0
38,2023-06-04 04:35:29,75.0,81459.98,144.0,134.0,7.193,165.39999999999998,39.97509992681444,116.0135699249804,2.3446658851108917,1.0,0.12299999999999933,3.0
38,2023-06-04 04:35:30,75.0,81466.97,145.0,160.0,7.333,165.60000000000002,39.97505994513631,116.01362993940711,2.861230329039994,1.0,0.14000000000000057,26.0
38,2023-06-04 04:35:31,75.0,81474.13,145.0,166.0,7.27,165.60000000000002,39.975009988993406,116.01368995383382,0.0,1.0,-0.06300000000000061,6.0
38,2023-06-04 04:35:32,75.0,81481.29,145.0,156.0,7.2,165.79999999999995,39.97495994903147,116.01373999379575,2.7932960893888366,1.0,-0.0699999999999994,-10.0
38,2023-06-04 04:35:33,75.0,81488.28,146.0,173.0,7.153,166.20000000000005,39.974919967353344,116.01379992440343,5.722460658079988,1.0,-0.0470000000000006,17.0
38,2023-06-04 04:35:34,76.0,81495.04,146.0,161.0,7.113,166.20000000000005,39.97486992739141,116.01384996436536,0.0,1.0,-0.03999999999999915,-12.0
38,2023-06-04 04:35:35,76.0,81502.63,147.0,148.0,7.143,166.20000000000005,39.97481997124851,116.01390997879207,0.0,1.0,0.02999999999999936,-13.0
38,2023-06-04 04:35:36,75.0,81510.81,147.0,143.0,7.196,166.20000000000005,39.9747599568218,116.01395993493497,0.0,1.0,0.052999999999999936,-5.0
38,2023-06-04 04:35:37,76.0,81519.04,147.0,120.0,7.376,166.39999999999998,39.97469994239509,116.01401994936168,2.430133657351529,1.0,0.1800000000000006,-23.0
38,2023-06-04 04:35:38,76.0,81525.44,148.0,120.0,7.466,166.39999999999998,39.97464998625219,116.01405993103981,0.0,1.0,0.08999999999999986,0.0
38,2023-06-04 04:35:39,76.0,81532.21,148.0,120.0,7.453,166.60000000000002,39.974599946290255,116.01410997100174,2.9542097488910652,1.0,-0.0129999999999999,0.0
38,2023-06-04 04:35:40,0.0,81540.04,148.0,0.0,7.34,166.79999999999995,39.974539931863546,116.01414995267987,2.554278416350688,1.0,-0.11300000000000043,-120.0
38,2023-06-04 04:35:41,0.0,81546.81,149.0,0.0,7.19,166.79999999999995,39.974489975720644,116.0141999926418,0.0,1.0,-0.14999999999999947,0.0
38,2023-06-04 04:35:42,0.0,81553.22,150.0,0.0,7.083,166.79999999999995,39.97443993575871,116.01423997431993,0.0,1.0,-0.1070000000000002,0.0
38,2023-06-04 04:35:43,0.0,81561.4,151.0,0.0,6.96,166.79999999999995,39.974379921332,116.01428993046284,0.0,1.0,-0.12300000000000022,0.0
38,2023-06-04 04:35:44,0.0,81567.8,152.0,0.0,6.83,166.60000000000002,39.9743299651891,116.01432999596,-3.124999999994671,1.0,-0.1299999999999999,0.0
38,2023-06-04 04:35:45,0.0,81573.89,152.0,0.0,6.713,166.20000000000005,39.97428998351097,116.01436997763813,-6.568144499182376,1.0,-0.11699999999999999,0.0
38,2023-06-04 04:35:46,0.0,81580.11,152.0,0.0,6.63,166.0,39.97424991801381,116.01442999206483,-3.2154340836014157,1.0,-0.08300000000000018,0.0
38,2023-06-04 04:35:47,0.0,81586.88,152.0,0.0,6.513,166.0,39.97419996187091,116.01446997374296,0.0,1.0,-0.11699999999999999,0.0
38,2023-06-04 04:35:48,0.0,81594.04,152.0,0.0,6.503,165.79999999999995,39.974149921908975,116.01452998816967,-2.7932960893904246,1.0,-0.009999999999999787,0.0
38,2023-06-04 04:35:49,57.0,81600.12,153.0,148.0,6.566,165.79999999999995,39.974109940230846,116.0145699698478,0.0,1.0,0.06299999999999972,148.0
38,2023-06-04 04:35:50,68.0,81607.71,153.0,137.0,6.77,165.79999999999995,39.974059984087944,116.0146299842745,0.0,1.0,0.20399999999999974,-11.0
38,2023-06-04 04:35:51,73.0,81614.86,153.0,116.0,6.996,166.0,39.97400994412601,116.01468999870121,2.7972027972057103,1.0,0.22600000000000087,-21.0
38,2023-06-04 04:35:52,73.0,81623.04,153.0,116.0,7.183,165.79999999999995,39.9739499296993,116.01473995484412,-2.444987775063768,1.0,0.1869999999999994,0.0
38,2023-06-04 04:35:53,73.0,81630.63,154.0,116.0,7.336,165.79999999999995,39.9738999735564,116.01479996927083,0.0,1.0,0.15300000000000047,0.0
38,2023-06-04 04:35:54,0.0,81637.4,154.0,0.0,7.35,165.39999999999998,39.973849933594465,116.01484992541373,-5.908419497793151,1.0,0.013999999999999346,-116.0
38,2023-06-04 04:35:55,0.0,81645.93,153.0,0.0,7.343,165.20000000000005,39.97379997745156,116.01491999812424,-2.3446658851108917,1.0,-0.006999999999999673,0.0
38,2023-06-04 04:35:56,0.0,81652.01,153.0,0.0,7.26,164.79999999999995,39.973759995773435,116.01496995426714,-6.57894736842066,1.0,-0.08300000000000018,0.0
38,2023-06-04 04:35:57,0.0,81659.17,152.0,0.0,7.16,164.60000000000002,39.9737099558115,116.01501999422908,-2.7932960893831593,1.0,-0.09999999999999964,0.0
38,2023-06-04 04:35:58,0.0,81666.76,152.0,0.0,7.053,164.60000000000002,39.9736599996686,116.01507992483675,0.0,1.0,-0.1070000000000002,0.0
38,2023-06-04 04:35:59,0.0,81672.52,152.0,0.0,6.96,164.39999999999998,39.97361993417144,116.01512996479869,-3.4722222222173977,1.0,-0.09299999999999997,0.0
38,2023-06-04 04:36:00,0.0,81679.68,152.0,0.0,6.86,164.20000000000005,39.973569978028536,116.01517992094159,-2.7932960893888366,1.0,-0.09999999999999964,0.0
38,2023-06-04 04:36:01,0.0,81685.76,152.0,0.0,6.75,164.20000000000005,39.97352999635041,116.01522996090353,0.0,1.0,-0.11000000000000032,0.0
38,2023-06-04 04:36:02,0.0,81692.17,152.0,0.0,6.536,164.20000000000005,39.97347995638847,116.01526994258165,0.0,1.0,-0.2140000000000004,0.0
38,2023-06-04 04:36:03,0.0,81697.35,152.0,0.0,6.19,164.20000000000005,39.97344994917512,116.01530992425978,0.0,1.0,-0.3459999999999992,0.0
38,2023-06-04 04:36:04,0.0,81702.7,152.0,0.0,5.75,164.20000000000005,39.97340996749699,116.01534998975694,0.0,1.0,-0.4400000000000004,0.0
38,2023-06-04 04:36:05,0.0,81706.98,152.0,0.0,5.273,164.0,39.97337996028364,116.0153799969703,-4.672897196264016,1.0,-0.4770000000000003,0.0
38,2023-06-04 04:36:06,0.0,81711.69,152.0,0.0,4.87,164.0,39.97334995307028,116.01541997864842,0.0,1.0,-0.4029999999999996,0.0
38,2023-06-04 04:36:07,0.0,81715.18,152.0,0.0,4.49,164.0,39.97333997860551,116.01545996032655,0.0,1.0,-0.3799999999999999,0.0
38,2023-06-04 04:36:08,0.0,81719.62,152.0,0.0,4.27,163.79999999999995,39.97331994585693,116.01549994200468,-4.504504504503166,1.0,-0.22000000000000064,0.0
38,2023-06-04 04:36:09,0.0,81724.8,152.0,0.0,4.22,163.60000000000002,39.973289938643575,116.01554998196661,-3.861003860996904,1.0,-0.04999999999999982,0.0
38,2023-06-04 04:36:10,0.0,81729.51,151.0,0.0,4.346,163.39999999999998,39.97325993143022,116.01558996364474,-4.2462845010698835,1.0,0.12600000000000033,0.0
38,2023-06-04 04:36:11,0.0,81734.69,151.0,0.0,4.536,163.39999999999998,39.97322992421687,116.01562994532287,0.0,1.0,0.1899999999999995,0.0
38,2023-06-04 04:36:12,0.0,81739.09,151.0,0.0,4.723,163.39999999999998,39.97319991700351,116.015669927001,0.0,1.0,0.18700000000000028,0.0
38,2023-06-04 04:36:13,0.0,81744.44,151.0,0.0,4.816,163.20000000000005,39.973159935325384,116.01569993421435,-3.7383177570040034,1.0,0.09299999999999997,0.0
38,2023-06-04 04:36:14,0.0,81748.72,150.0,0.0,4.853,163.20000000000005,39.97312992811203,116.01572994142771,0.0,1.0,0.03699999999999992,0.0
38,2023-06-04 04:36:15,0.0,81752.08,150.0,0.0,4.676,163.39999999999998,39.97310997918248,116.01575994864106,5.952380952377891,1.0,-0.1769999999999996,0.0
38,2023-06-04 04:36:16,0.0,81754.98,149.0,0.0,4.19,163.20000000000005,39.973099920898676,116.01578995585442,-6.896551724149422,1.0,-0.48599999999999977,0.0
38,2023-06-04 04:36:17,0.0,81756.54,149.0,0.0,3.35,163.20000000000005,39.9730899464339,116.015809988603,0.0,1.0,-0.8400000000000003,0.0
38,2023-06-04 04:36:18,0.0,81757.84,148.0,0.0,2.45,163.20000000000005,39.9730899464339,116.01581996306777,0.0,1.0,-0.8999999999999999,0.0
38,2023-06-04 04:36:19,0.0,81759.47,148.0,0.0,1.63,163.20000000000005,39.9730899464339,116.01581996306777,0.0,1.0,-0.8200000000000003,0.0
38,2023-06-04 04:36:20,0.0,81760.45,148.0,0.0,0.98,163.20000000000005,39.9730899464339,116.01581996306777,0.0,1.0,-0.6499999999999999,0.0
38,2023-06-04 04:36:21,0.0,81760.99,148.0,0.0,0.54,163.20000000000005,39.9730899464339,116.01581996306777,0.0,1.0,-0.43999999999999995,0.0
38,2023-06-04 04:36:22,0.0,81760.99,147.0,0.0,0.236,163.20000000000005,39.9730899464339,116.01581996306777,0.0,1.0,-0.30400000000000005,0.0
38,2023-06-04 04:36:37,0.0,81763.59,146.0,0.0,2.21,163.0,39.973159935325384,116.01593999192119,-7.692307692335273,15.0,0.1316,0.0
38,2023-06-04 04:36:38,0.0,81767.5,146.0,0.0,2.266,163.0,39.973159935325384,116.01597997359931,0.0,1.0,0.05600000000000005,0.0
38,2023-06-04 04:36:39,0.0,81769.45,146.0,0.0,2.446,163.0,39.973159935325384,116.01600998081267,0.0,1.0,0.18000000000000016,0.0
38,2023-06-04 04:36:40,0.0,81773.36,146.0,0.0,2.84,163.0,39.973159935325384,116.0160499624908,0.0,1.0,0.3939999999999997,0.0
38,2023-06-04 04:36:41,0.0,81777.26,147.0,0.0,3.316,162.79999999999995,39.973159935325384,116.0160999186337,-5.128205128213948,1.0,0.476,0.0
38,2023-06-04 04:36:42,0.0,81781.37,147.0,0.0,3.693,162.79999999999995,39.97316999360919,116.01613998413086,0.0,1.0,0.3770000000000002,0.0
38,2023-06-04 04:36:43,0.0,81785.28,147.0,0.0,3.833,162.60000000000002,39.97316999360919,116.01618994027376,-5.115089514060183,1.0,0.14000000000000012,0.0
38,2023-06-04 04:36:44,50.0,81789.91,146.0,36.0,3.876,162.60000000000002,39.973179968073964,116.0162399802357,0.0,1.0,0.042999999999999705,36.0
38,2023-06-04 04:36:45,27.0,81793.82,146.0,81.0,3.97,162.60000000000002,39.973179968073964,116.0162899363786,0.0,1.0,0.0940000000000003,45.0
38,2023-06-04 04:36:46,34.0,81798.55,146.0,111.0,4.203,162.60000000000002,39.97318994253874,116.01633997634053,0.0,1.0,0.2330000000000001,30.0
38,2023-06-04 04:36:47,34.0,81803.76,146.0,111.0,4.48,162.60000000000002,39.97318994253874,116.01639999076724,0.0,1.0,0.27700000000000014,0.0
38,2023-06-04 04:36:48,34.0,81807.66,146.0,111.0,4.69,162.60000000000002,39.97318994253874,116.01644994691014,0.0,1.0,0.20999999999999996,0.0
38,2023-06-04 04:36:49,34.0,81812.4,145.0,111.0,4.68,162.60000000000002,39.97319991700351,116.01649998687208,0.0,1.0,-0.010000000000000675,0.0
38,2023-06-04 04:36:50,34.0,81817.67,144.0,76.0,4.673,162.60000000000002,39.97320997528732,116.01655991747975,0.0,1.0,-0.006999999999999673,-35.0
38,2023-06-04 04:36:51,36.0,81822.22,145.0,107.0,4.726,162.60000000000002,39.97320997528732,116.01661993190646,0.0,1.0,0.052999999999999936,31.0
38,2023-06-04 04:36:52,47.0,81828.86,145.0,92.0,4.97,162.60000000000002,39.97321994975209,116.01668992079794,0.0,1.0,0.24399999999999977,-15.0
38,2023-06-04 04:36:53,53.0,81833.41,145.0,89.0,5.146,162.60000000000002,39.97321994975209,116.01674993522465,0.0,1.0,0.17600000000000016,-3.0
38,2023-06-04 04:36:54,53.0,81838.61,145.0,89.0,5.326,162.79999999999995,39.97321994975209,116.01680994965136,3.8461538461546874,1.0,0.17999999999999972,0.0
38,2023-06-04 04:36:55,0.0,81844.47,145.0,0.0,5.386,162.79999999999995,39.97321994975209,116.01687993854284,0.0,1.0,0.0600000000000005,-89.0
38,2023-06-04 04:36:56,39.0,81849.68,145.0,58.0,5.473,162.79999999999995,39.97321994975209,116.01693995296955,0.0,1.0,0.08699999999999974,58.0
38,2023-06-04 04:36:57,35.0,81856.52,145.0,147.0,5.5,162.79999999999995,39.97319991700351,116.01700994186103,0.0,1.0,0.027000000000000135,89.0
38,2023-06-04 04:36:58,51.0,81861.74,144.0,196.0,5.656,163.0,39.973179968073964,116.01706995628774,3.831417624521089,1.0,0.1559999999999997,49.0
38,2023-06-04 04:36:59,51.0,81868.58,145.0,196.0,5.83,163.0,39.973159935325384,116.01713994517922,0.0,1.0,0.17400000000000038,0.0
38,2023-06-04 04:37:00,59.0,81873.61,145.0,185.0,6.003,163.20000000000005,39.973139986395836,116.01719995960593,3.976143141154906,1.0,0.17300000000000004,-11.0
38,2023-06-04 04:37:01,63.0,81880.95,145.0,181.0,6.11,163.20000000000005,39.97310997918248,116.01726994849741,0.0,1.0,0.1070000000000002,-4.0
38,2023-06-04 04:37:02,64.0,81885.97,145.0,184.0,6.193,163.39999999999998,39.9730899464339,116.01732996292412,3.984063745015328,1.0,0.0829999999999993,3.0
